,Company,Year,DIVIDEND YIELD,Price,HISTORICAL VOLATILITY 5 YEARS,RETURN ON EQUITY - TOTAL (%),Environment Pillar Score,RESEARCH & DEVELOPMENT/SALES,Governance Pillar Score,Social Pillar Score,CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions
287,BAYER,2011,3.17,46.607,0.3004,12.98,78.49,8.03,50.3,91.11,710.15
288,BAYER,2012,2.52,64.498,0.308,12.98,80.15,7.58,38.61,90.51,655.81
289,BAYER,2013,2.0,93.381,0.2522,16.28,80.35,7.94,38.47,92.04,
290,BAYER,2014,1.91,108.009,0.235,16.78,77.99,8.46,33.92,94.47,
291,BAYER,2015,1.86,119.02600000000001,0.2533,18.53,80.33,9.24,39.7,93.71,729.75
292,BAYER,2016,2.75,89.47399999999999,0.235,16.6,81.68,9.98,64.52,95.99,
293,BAYER,2017,2.49,106.62700000000001,0.225,21.85,80.34,12.86,67.59,96.35,
294,BAYER,2018,4.4,62.67,0.2547,4.1,84.35,13.25,78.92,95.82,203.3
295,BAYER,2019,3.97,70.52,0.2587,8.77,85.89,12.27,77.92,96.66,231.94
296,BAYER,2020,5.83,48.01,0.3556,,,,,,
297,ROYAL DUTCH SHELL A,2010,5.28,23.565,0.2372,14.82,90.81,0.28,96.15,78.11,1820.38
298,ROYAL DUTCH SHELL A,2011,4.58,26.06,0.2411,18.32,90.24,0.24,95.96,76.12,1222.73
299,ROYAL DUTCH SHELL A,2012,5.29,25.365,0.2185,15.05,91.38,0.28,87.87,71.16,1241.56
300,ROYAL DUTCH SHELL A,2013,5.37,24.995,0.1577,9.34,90.68,0.29,96.8,76.74,1329.68
301,ROYAL DUTCH SHELL A,2014,5.14,27.58,0.1601,8.24,91.32,0.29,79.33,78.44,1424.82
302,ROYAL DUTCH SHELL A,2015,7.52,22.565,0.1845,1.2,91.92,0.41,92.58,84.84,2113.53
303,ROYAL DUTCH SHELL A,2016,7.17,23.08,0.214,2.54,93.53,0.43,97.22,82.6,2568.59
304,ROYAL DUTCH SHELL A,2017,5.58,26.18,0.2175,6.72,92.26,0.3,96.8,82.46,2180.99
305,ROYAL DUTCH SHELL A,2018,6.04,27.1,0.2287,11.82,89.52,0.25,95.12,82.49,1795.24
306,ROYAL DUTCH SHELL A,2019,6.24,26.975,0.2225,8.35,87.89,0.28,97.78,82.78,
307,ROYAL DUTCH SHELL A,2020,8.01,13.988,0.4131,,,,,,
308,VOLKSWAGEN,2010,1.56,102.55,0.5021,16.82,76.04,3.62,53.72,78.73,138.21
309,VOLKSWAGEN,2011,1.93,114.13,0.5059,29.77,0.0,3.48,6.78,2.84,
310,VOLKSWAGEN,2012,2.13,140.55,0.5008,32.16,81.49,3.58,70.2,87.52,1280.39
311,VOLKSWAGEN,2013,1.89,185.15,0.4258,11.11,83.12,3.92,65.53,82.32,1186.21
312,VOLKSWAGEN,2014,2.37,168.75,0.317,12.71,91.1,8.75,71.78,83.95,1347.19
313,VOLKSWAGEN,2015,3.4,117.8,0.3256,-1.91,86.08,8.74,68.13,81.39,1362.38
314,VOLKSWAGEN,2016,0.09,129.275,0.2969,6.21,87.9,3.65,54.22,84.73,1437.79
315,VOLKSWAGEN,2017,1.25,160.5,0.2932,12.42,88.61,3.41,47.68,91.95,1537.37
316,VOLKSWAGEN,2018,2.73,142.6,0.2849,11.69,90.3,3.56,54.81,91.34,1580.54
317,VOLKSWAGEN,2019,2.66,180.5,0.2779,12.49,92.38,3.62,63.07,94.81,1579.87
318,VOLKSWAGEN,2020,2.96,162.3,0.3063,,,,,,
319,HEINEKEN,2010,1.8,36.055,0.2448,18.44,63.0,,48.45,69.81,
320,HEINEKEN,2011,2.36,33.91,0.2495,14.51,78.83,,41.0,81.59,468.43
321,HEINEKEN,2012,1.78,48.39,0.2614,27.48,69.71,,38.28,80.62,435.39
322,HEINEKEN,2013,1.81,50.84,0.2228,11.79,74.2,,45.67,81.04,
323,HEINEKEN,2014,1.47,60.65,0.2134,12.73,72.25,,41.5,74.62,
324,HEINEKEN,2015,1.43,82.74,0.2156,14.59,65.28,,49.27,76.31,
325,HEINEKEN,2016,1.95,70.83,0.2104,11.5,60.85,,41.85,72.92,
326,HEINEKEN,2017,1.62,83.91,0.1919,14.57,66.99,,31.81,69.03,
327,HEINEKEN,2018,1.9,80.06,0.1796,13.75,60.13,,51.51,66.25,
328,HEINEKEN,2019,1.78,92.9,0.1725,14.12,63.87,,53.95,73.18,
329,HEINEKEN,2020,1.12,92.76,0.2321,,,,,,
330,DEUTSCHE POST,2010,4.41,13.605,0.3451,27.2,79.13,,65.75,72.26,326.33
331,DEUTSCHE POST,2011,5.74,11.325,0.3512,10.81,80.7,,74.15,86.21,334.13
332,DEUTSCHE POST,2012,4.67,14.975999999999999,0.3549,14.44,81.48,,78.61,85.43,441.68
333,DEUTSCHE POST,2013,2.78,25.156999999999996,0.2774,22.16,81.52,,68.59,86.47,300.62
334,DEUTSCHE POST,2014,3.29,24.33,0.2241,21.55,81.54,,74.69,84.86,341.0
335,DEUTSCHE POST,2015,3.27,26.033,0.2259,15.09,79.7,,69.08,89.14,340.47
336,DEUTSCHE POST,2016,2.93,29.04,0.2142,23.86,78.79,,72.69,94.36,345.25
337,DEUTSCHE POST,2017,2.67,39.3,0.1995,22.87,77.19,,63.25,94.26,310.58
338,DEUTSCHE POST,2018,4.04,28.44,0.2003,15.82,76.35,,68.76,95.27,324.54
339,DEUTSCHE POST,2019,3.35,34.3,0.2099,18.93,77.58,,66.57,93.9,314.91
340,DEUTSCHE POST,2020,2.97,38.68,0.3234,,,,,,
341,AXA,2010,4.27,12.87,0.424,6.46,78.48,,73.76,84.95,1.33
342,AXA,2011,7.01,9.84,0.4449,9.9,82.15,,81.4,81.53,1.25
343,AXA,2012,6.0,11.5,0.4583,9.84,76.14,,81.25,87.33,1.05
344,AXA,2013,3.89,18.495,0.41600000000000004,8.56,62.62,,82.4,85.74,0.28
345,AXA,2014,4.38,18.49,0.32799999999999996,10.01,61.83,,86.35,93.66,0.4
346,AXA,2015,3.88,24.495,0.3078,10.06,55.5,,79.83,92.73,0.49
347,AXA,2016,4.95,22.22,0.2664,9.96,55.28,,65.88,92.52,0.48
348,AXA,2017,4.62,25.105,0.2187,10.92,54.85,,82.44,82.33,0.4
349,AXA,2018,5.83,21.605,0.2062,3.59,51.82,,88.45,89.04,0.53
350,AXA,2019,5.31,25.235,0.1993,7.11,51.06,,86.56,87.57,0.6
351,AXA,2020,3.89,18.744,0.3697,,,,,,
352,ESSILORLUXOTTICA,2010,1.46,47.97,0.1683,16.19,38.2,3.88,41.58,50.16,
353,ESSILORLUXOTTICA,2011,1.59,52.22,0.1843,15.99,48.05,3.62,58.04,47.16,
354,ESSILORLUXOTTICA,2012,1.22,69.93,0.1866,16.71,45.17,3.24,65.34,47.02,3.63
355,ESSILORLUXOTTICA,2013,1.14,76.88,0.1875,16.0,48.56,3.24,66.99,50.62,3.25
356,ESSILORLUXOTTICA,2014,1.09,86.25,0.2037,21.43,44.33,3.32,65.16,53.2,22.65
357,ESSILORLUXOTTICA,2015,0.85,120.1,0.2233,14.25,46.69,3.19,77.59,48.7,28.51
358,ESSILORLUXOTTICA,2016,1.09,101.5,0.2241,13.12,56.13,3.01,86.01,55.45,30.26
359,ESSILORLUXOTTICA,2017,1.4,107.0,0.2245,11.96,50.85,2.9,78.07,82.67,25.6
360,ESSILORLUXOTTICA,2018,1.3,117.65,0.1968,5.63,51.82,1.76,53.23,80.29,32.74
361,ESSILORLUXOTTICA,2019,1.47,139.15,0.1759,3.18,53.53,3.15,46.8,80.91,21.18
362,ESSILORLUXOTTICA,2020,0.0,117.9,0.2296,,,,,,
363,VINCI,2010,4.13,39.255,0.3053,16.06,88.52,,82.3,59.27,285.96
364,VINCI,2011,5.23,32.5,0.3084,15.12,86.53,,76.67,54.62,266.0
365,VINCI,2012,5.56,31.845,0.3047,14.62,83.47,,74.8,40.73,254.61
366,VINCI,2013,3.75,47.16,0.2289,14.44,85.42,,85.34,35.53,
367,VINCI,2014,4.08,43.385,0.2281,17.21,89.2,,78.84,37.86,272.43
368,VINCI,2015,3.01,59.53,0.2145,13.7,89.86,,75.84,38.29,
369,VINCI,2016,3.12,60.89,0.2013,15.86,90.61,,81.75,72.86,339.39
370,VINCI,2017,2.52,85.6,0.1688,16.03,92.01,,81.49,72.42,298.35
371,VINCI,2018,3.26,77.1,0.1596,16.13,90.49,,87.79,72.71,294.54
372,VINCI,2019,2.66,102.05,0.1444,16.46,89.38,,89.47,61.43,264.92
373,VINCI,2020,1.44,86.86,0.3216,,,,,,
374,ADYEN,2010,,,,,,,,,
375,ADYEN,2011,,,,,,,,,
376,ADYEN,2012,,,,,,,,,
377,ADYEN,2013,,,,,,,,,
378,ADYEN,2014,,,,,,,,,
379,ADYEN,2015,,,,18.18,,,,,
380,ADYEN,2016,,,,34.68,,,,,
381,ADYEN,2017,,,,20.24,,,,,
382,ADYEN,2018,0.0,507.5,0.5707,26.98,0.0,,27.48,21.53,
383,ADYEN,2019,0.0,647.3999,0.4012,28.13,11.41,,57.79,24.62,2.71
384,ADYEN,2020,0.0,1631.0,0.4054,,,,,,
385,BANCO SANTANDER,2010,7.06,5.1662,0.3299,11.39,86.99,,92.45,84.39,1.84
386,BANCO SANTANDER,2011,10.68,3.5702,0.3364,7.07,86.34,,87.7,81.59,2.08
387,BANCO SANTANDER,2012,11.18,3.9327,0.3682,2.92,85.83,,85.26,77.2,2.19
388,BANCO SANTANDER,2013,9.03,5.1003,0.3443,6.14,86.17,,85.84,80.68,2.15
389,BANCO SANTANDER,2014,8.15,5.8014,0.3121,7.7,87.9,,86.98,84.1,2.1
390,BANCO SANTANDER,2015,6.05,4.5452,0.29600000000000004,6.74,87.73,,85.1,84.8,2.3
391,BANCO SANTANDER,2016,4.57,4.0127,0.3015,6.93,86.42,,87.33,89.8,2.43
392,BANCO SANTANDER,2017,3.82,5.2597,0.2653,7.14,86.14,,85.79,90.84,1.62
393,BANCO SANTANDER,2018,5.45,4.0442,0.2354,8.18,83.23,,93.64,89.42,1.9
394,BANCO SANTANDER,2019,6.44,3.4251,0.2393,6.63,83.1,,90.68,89.96,1.81
395,BANCO SANTANDER,2020,8.15,2.351,0.429,,,,,,
396,SAFRAN,2010,1.74,21.825,0.3803,4.66,47.12,,26.16,36.37,
397,SAFRAN,2011,2.26,22.08,0.3856,10.07,60.16,,28.35,41.07,
398,SAFRAN,2012,2.13,29.05,0.379,23.61,51.59,4.9,20.11,40.16,
399,SAFRAN,2013,2.08,46.18,0.3088,22.23,47.66,4.7,14.66,50.42,
400,SAFRAN,2014,2.15,52.0,0.2865,-1.96,47.58,5.97,14.21,50.04,
401,SAFRAN,2015,1.81,66.35,0.2593,-7.14,42.59,5.28,29.79,47.6,
402,SAFRAN,2016,2.38,61.88,0.2368,31.41,45.88,5.26,15.98,47.79,
403,SAFRAN,2017,0.94,87.95,0.2283,56.88,55.84,5.64,38.12,69.68,2.12
404,SAFRAN,2018,1.47,108.7,0.2254,11.52,46.3,5.35,33.43,66.41,
405,SAFRAN,2019,1.21,149.9,0.1911,20.12,51.43,5.11,45.34,66.57,
406,SAFRAN,2020,0.0,120.25,0.3858,,,,,,
407,INTESA SANPAOLO,2010,3.42,2.1946,0.3322,5.09,92.62,,77.16,84.18,0.5
408,INTESA SANPAOLO,2011,6.53,1.226,0.3802,-16.29,88.84,,71.76,79.81,0.34
409,INTESA SANPAOLO,2012,4.22,1.185,0.4254,3.32,88.29,,52.16,69.41,0.41
410,INTESA SANPAOLO,2013,2.94,1.699,0.4287,-9.67,89.85,,62.91,68.75,0.58
411,INTESA SANPAOLO,2014,2.26,2.21,0.4079,2.8,89.99,,70.98,75.85,0.55
412,INTESA SANPAOLO,2015,2.24,3.13,0.3939,5.98,90.73,,63.49,88.45,0.74
413,INTESA SANPAOLO,2016,6.62,2.114,0.345,6.64,89.27,,62.18,89.53,0.91
414,INTESA SANPAOLO,2017,6.35,2.802,0.3044,14.8,88.68,,50.14,88.77,2.3
415,INTESA SANPAOLO,2018,10.58,1.9194,0.285,7.94,87.9,,51.19,93.57,2.57
416,INTESA SANPAOLO,2019,8.43,2.338,0.2811,8.22,87.91,,40.62,93.32,1.52
417,INTESA SANPAOLO,2020,0.0,1.84,0.3906,,,,,,
418,PERNOD-RICARD,2010,2.14,62.53,0.2525,11.5,69.91,,58.92,35.89,279.35
419,PERNOD-RICARD,2011,2.14,67.36,0.2612,11.35,73.2,,56.38,31.18,218.31
420,PERNOD-RICARD,2012,1.92,82.31,0.2635,11.4,79.58,,32.15,52.21,190.81
421,PERNOD-RICARD,2013,1.87,87.82,0.179,10.82,80.52,,34.52,56.25,
422,PERNOD-RICARD,2014,1.81,90.78,0.1775,8.98,80.62,,55.82,55.58,
423,PERNOD-RICARD,2015,1.71,105.1,0.1947,6.96,83.47,,26.36,54.96,
424,PERNOD-RICARD,2016,1.84,102.2,0.1859,9.34,83.47,,46.01,73.71,
425,PERNOD-RICARD,2017,1.5,127.7,0.1798,10.3,84.64,,39.56,71.08,206.41
426,PERNOD-RICARD,2018,1.68,140.4,0.1754,11.07,83.43,,70.77,70.55,244.62
427,PERNOD-RICARD,2019,1.83,170.05,0.1673,9.45,80.16,,59.16,71.05,263.07
428,PERNOD-RICARD,2020,1.64,162.35,0.2183,2.2,80.16,,65.34,68.83,286.22
429,PHILIPS ELTN.KONINKLIJKE,2010,3.17,17.8732,0.3315,9.76,78.68,6.2,86.48,95.02,30.83
430,PHILIPS ELTN.KONINKLIJKE,2011,5.1,11.8964,0.3343,-9.45,78.16,6.48,76.46,93.77,39.21
431,PHILIPS ELTN.KONINKLIJKE,2012,3.66,17.2185,0.3378,1.93,79.11,6.54,90.31,93.69,30.7
432,PHILIPS ELTN.KONINKLIJKE,2013,2.76,24.0275,0.2433,10.45,79.96,7.43,81.59,94.07,21.64
433,PHILIPS ELTN.KONINKLIJKE,2014,3.54,21.4579,0.2377,3.76,79.85,7.64,93.88,93.89,22.96
434,PHILIPS ELTN.KONINKLIJKE,2015,3.27,23.959,0.2308,5.73,81.52,7.95,88.02,93.55,33.53
435,PHILIPS ELTN.KONINKLIJKE,2016,2.98,26.3162,0.2025,11.94,80.17,8.24,93.25,95.38,35.43
436,PHILIPS ELTN.KONINKLIJKE,2017,2.41,32.5693,0.177,13.5,79.87,9.34,90.7,96.13,36.8
437,PHILIPS ELTN.KONINKLIJKE,2018,2.42,32.3537,0.1868,9.05,80.08,9.29,83.64,95.6,34.69
438,PHILIPS ELTN.KONINKLIJKE,2019,2.08,40.1309,0.1828,9.46,81.51,8.9,84.37,95.34,30.08
439,PHILIPS ELTN.KONINKLIJKE,2020,1.9,44.745,0.2807,,,,,,
440,DANONE,2010,2.6,46.225,0.2252,16.63,94.32,1.23,69.99,90.46,547.81
441,DANONE,2011,2.74,47.505,0.2269,14.02,96.09,1.21,74.0,93.87,611.82
442,DANONE,2012,2.88,48.335,0.2148,13.77,90.58,1.23,67.28,92.22,417.84
443,DANONE,2013,2.63,55.03,0.1677,12.43,92.07,1.29,77.6,88.7,
444,DANONE,2014,2.67,54.33,0.1642,10.0,93.07,1.29,67.89,88.47,
445,DANONE,2015,2.37,63.24,0.1757,10.55,92.72,1.37,65.19,88.66,
446,DANONE,2016,2.73,58.6,0.1719,13.38,93.3,1.52,66.43,87.85,929.31
447,DANONE,2017,2.46,69.23,0.1701,17.77,93.23,1.39,70.74,85.34,677.12
448,DANONE,2018,2.92,65.1,0.1583,15.14,91.53,1.36,81.4,82.86,880.23
449,DANONE,2019,2.58,75.18,0.1474,11.4,91.74,1.39,81.63,79.11,912.59
450,DANONE,2020,3.83,54.82,0.1975,,,,,,
451,SIEMENS HEALTHINEERS,2010,,,,,,,,,
452,SIEMENS HEALTHINEERS,2011,,,,,,,,,
453,SIEMENS HEALTHINEERS,2012,,,,,,,,,
454,SIEMENS HEALTHINEERS,2013,,,,,,,,,
455,SIEMENS HEALTHINEERS,2014,,,,,,,,,
456,SIEMENS HEALTHINEERS,2015,,,,,,8.16,,,
457,SIEMENS HEALTHINEERS,2016,,,,43.25,,8.45,,,
458,SIEMENS HEALTHINEERS,2017,,,,50.89,,9.08,,,
459,SIEMENS HEALTHINEERS,2018,0.0,38.115,0.1678,21.2,69.09,9.54,71.88,77.75,
460,SIEMENS HEALTHINEERS,2019,1.84,43.38,0.2115,17.01,69.38,9.15,73.94,79.78,
461,SIEMENS HEALTHINEERS,2020,2.07,38.665,0.2924,12.67,,9.28,,,
462,DASSAULT SYSTEMES,2010,0.86,26.695,0.2534,13.62,71.86,20.6,17.34,65.85,6.22
463,DASSAULT SYSTEMES,2011,0.9,29.84,0.2457,15.0,74.08,18.47,44.58,63.72,10.42
464,DASSAULT SYSTEMES,2012,0.86,40.675,0.209,15.11,72.28,18.15,28.71,71.18,8.21
465,DASSAULT SYSTEMES,2013,0.93,43.19,0.174,14.24,77.16,18.18,25.27,64.87,7.9
466,DASSAULT SYSTEMES,2014,0.81,51.32,0.1611,10.49,72.11,17.86,21.37,74.3,9.14
467,DASSAULT SYSTEMES,2015,0.59,72.5,0.1708,12.54,75.8,17.34,37.22,75.15,11.84
468,DASSAULT SYSTEMES,2016,0.67,69.64,0.1848,12.2,77.77,17.69,24.64,84.05,11.94
469,DASSAULT SYSTEMES,2017,0.59,89.23,0.1851,13.23,75.45,17.86,29.95,83.75,6.6
470,DASSAULT SYSTEMES,2018,0.53,108.9,0.1913,13.31,68.18,18.15,25.16,83.75,32.84
471,DASSAULT SYSTEMES,2019,0.46,140.05,0.2022,12.59,72.26,18.36,29.17,84.34,33.51
472,DASSAULT SYSTEMES,2020,0.46,153.0,0.2702,,,,,,
473,INFINEON TECHNOLOGIES,2010,1.62,6.17,0.9221,28.3,63.77,12.11,56.63,63.51,
474,INFINEON TECHNOLOGIES,2011,1.6,6.263,0.9344,37.42,60.38,10.98,42.54,80.07,
475,INFINEON TECHNOLOGIES,2012,2.23,5.381,0.9254,12.32,51.15,11.65,56.35,81.93,
476,INFINEON TECHNOLOGIES,2013,1.69,7.08,0.7998,7.4,58.17,13.66,67.22,86.93,95.8
477,INFINEON TECHNOLOGIES,2014,1.58,7.596,0.3151,13.51,63.24,12.73,68.0,86.42,128.88
478,INFINEON TECHNOLOGIES,2015,1.6,11.239,0.3062,14.33,72.68,12.37,75.38,89.36,123.63
479,INFINEON TECHNOLOGIES,2016,1.25,15.948,0.2843,15.36,76.11,11.9,78.92,94.36,117.92
480,INFINEON TECHNOLOGIES,2017,1.02,24.45,0.2457,14.82,77.16,10.99,67.18,92.2,64.64
481,INFINEON TECHNOLOGIES,2018,1.57,17.19,0.2583,17.8,76.2,12.11,62.39,88.66,61.47
482,INFINEON TECHNOLOGIES,2019,1.37,19.648,0.2994,11.54,76.47,13.13,65.73,88.08,53.39
483,INFINEON TECHNOLOGIES,2020,0.82,26.675,0.4175,3.77,,12.99,,,
484,MUENCHENER RUCK.,2010,5.14,111.9,0.2287,12.34,83.54,,77.58,75.61,0.38
485,MUENCHENER RUCK.,2011,6.92,90.3,0.2491,3.56,73.11,,72.66,81.37,0.44
486,MUENCHENER RUCK.,2012,5.0,125.024,0.2453,15.7,82.18,,65.2,79.72,0.36
487,MUENCHENER RUCK.,2013,4.5,155.4,0.2225,13.3,78.15,,63.77,73.41,0.36
488,MUENCHENER RUCK.,2014,4.67,155.355,0.2141,13.54,91.11,,63.04,80.0,0.4
489,MUENCHENER RUCK.,2015,4.28,180.91299999999998,0.2258,11.0,87.91,,59.99,81.08,0.47
490,MUENCHENER RUCK.,2016,4.77,172.77900000000002,0.2011,9.63,85.92,,57.14,81.16,0.42
491,MUENCHENER RUCK.,2017,4.51,190.76,0.1844,1.49,93.12,,79.26,83.75,0.35
492,MUENCHENER RUCK.,2018,4.48,191.8,0.1721,9.86,94.86,,88.01,77.73,0.4
493,MUENCHENER RUCK.,2019,3.62,255.7,0.1627,11.41,96.11,,84.74,82.67,0.38
494,MUENCHENER RUCK.,2020,4.12,238.0,0.3303,,,,,,
495,DEUTSCHE BANK,2010,1.87,34.2,0.4522,5.4,78.52,,78.33,89.53,3.06
496,DEUTSCHE BANK,2011,2.64,24.160999999999998,0.4729,8.09,87.54,,77.01,84.95,2.34
497,DEUTSCHE BANK,2012,2.31,27.649,0.4953,0.44,86.19,,66.61,89.4,1.84
498,DEUTSCHE BANK,2013,2.21,28.868000000000002,0.4128,1.23,87.98,,78.51,86.65,1.97
499,DEUTSCHE BANK,2014,3.13,21.381,0.33399999999999996,2.7,90.57,,68.35,88.12,1.95
500,DEUTSCHE BANK,2015,3.14,21.315,0.3316,-10.72,91.21,,62.21,86.54,1.81
501,DEUTSCHE BANK,2016,0.0,13.448,0.33399999999999996,-2.74,88.57,,69.06,85.84,1.75
502,DEUTSCHE BANK,2017,0.61,16.19,0.3186,-1.71,97.36,,73.05,84.03,1.71
503,DEUTSCHE BANK,2018,1.28,8.607999999999999,0.3212,-0.04,96.23,,77.21,82.58,1.77
504,DEUTSCHE BANK,2019,1.66,6.612,0.3347,-9.66,96.24,,86.71,88.3,1.63
505,DEUTSCHE BANK,2020,0.0,9.07,0.5039,,,,,,
506,ENI,2010,6.22,16.09,0.2997,12.99,85.37,0.22,71.06,90.35,2354.81
507,ENI,2011,6.42,15.9,0.3162,12.86,87.88,0.17,86.65,87.01,2151.44
508,ENI,2012,6.18,17.15,0.3073,13.58,72.91,0.17,76.28,83.56,1720.35
509,ENI,2013,6.04,18.06,0.2412,8.8,73.08,0.0,82.87,80.97,3111.45
510,ENI,2014,6.84,16.23,0.2206,2.19,73.87,0.17,82.05,80.88,3464.68
511,ENI,2015,6.69,14.36,0.2374,-15.75,73.25,0.21,83.57,85.79,5443.72
512,ENI,2016,6.44,12.42,0.2297,-2.7,75.49,0.29,81.94,87.17,4202.82
513,ENI,2017,5.82,13.74,0.2345,6.68,81.41,0.28,82.52,92.94,3102.54
514,ENI,2018,5.5,14.9,0.2317,8.33,80.65,0.26,85.51,94.15,2901.33
515,ENI,2019,5.84,14.22,0.2262,0.3,,0.28,,,
516,ENI,2020,4.52,7.968,0.4012,,,,,,
517,ING GROEP,2010,0.0,7.755,0.5748,6.93,83.64,,82.65,82.59,4.04
518,ING GROEP,2011,0.0,5.487,0.5859,9.56,84.06,,84.46,69.52,1.77
519,ING GROEP,2012,0.0,6.5089999999999995,0.6053,6.31,85.54,,66.97,66.51,4.88
520,ING GROEP,2013,0.0,9.58,0.5156,5.33,85.14,,57.01,68.72,2.2
521,ING GROEP,2014,0.0,11.135,0.3335,1.03,87.82,,78.97,69.64,1.35
522,ING GROEP,2015,2.28,13.165,0.3294,8.09,86.64,,70.09,77.16,1.49
523,ING GROEP,2016,5.05,12.87,0.3095,9.53,87.88,,90.17,74.63,1.48
524,ING GROEP,2017,4.38,15.285,0.2474,9.79,87.23,,55.01,72.87,1.39
525,ING GROEP,2018,6.27,10.842,0.2263,9.28,85.94,,61.16,72.87,1.4
526,ING GROEP,2019,6.44,10.554,0.2434,9.13,85.79,,77.33,71.47,1.09
527,ING GROEP,2020,0.0,7.591,0.4584,,,,,,
528,KONE 'B',2010,3.35,19.41,0.2881,36.44,49.17,1.42,9.47,39.99,14.15
529,KONE 'B',2011,2.2,20.41,0.2785,35.5,66.13,1.58,10.16,63.53,17.21
530,KONE 'B',2012,5.18,27.975,0.2685,30.75,65.39,1.37,13.15,60.18,18.21
531,KONE 'B',2013,4.6,33.125,0.2249,40.03,63.85,1.39,11.11,61.36,763.91
532,KONE 'B',2014,2.85,35.1,0.2015,40.71,63.98,1.41,16.16,57.74,790.1
533,KONE 'B',2015,3.02,39.75,0.2104,45.42,66.87,1.41,16.1,66.21,799.17
534,KONE 'B',2016,3.41,41.01,0.2103,38.55,65.95,1.6,13.8,81.96,818.5
535,KONE 'B',2017,3.49,44.4,0.2014,34.1,67.65,1.77,12.26,68.81,474.16
536,KONE 'B',2018,3.82,43.23,0.18,27.66,70.26,1.81,22.14,78.27,503.45
537,KONE 'B',2019,2.86,57.62,0.1668,29.86,70.87,1.71,15.53,80.61,490.16
538,KONE 'B',2020,2.4,70.76,0.2041,,,,,,
539,NESTE,2010,2.2,3.7933,0.3399,9.9,66.9,0.34,63.4,68.06,1.75
540,NESTE,2011,4.03,2.895,0.3558,6.49,89.59,0.27,71.35,70.71,1.67
541,NESTE,2012,3.92,2.9733,0.3891,6.26,74.02,,58.87,69.42,1937.5
542,NESTE,2013,2.43,5.2233,0.37799999999999995,19.26,73.36,0.0,66.97,66.46,1937.23
543,NESTE,2014,3.48,6.2233,0.3608,2.05,71.95,,64.81,68.67,2698.42
544,NESTE,2015,2.65,8.1667,0.3471,19.49,72.16,0.37,53.67,75.04,3521.6
545,NESTE,2016,2.74,12.15,0.3236,27.55,72.08,0.35,81.49,75.63,3830.37
546,NESTE,2017,2.59,16.7166,0.2933,22.57,72.75,0.33,74.4,78.84,3027.41
547,NESTE,2018,2.36,23.9866,0.2715,17.35,71.69,0.32,90.17,78.93,2805.47
548,NESTE,2019,2.45,31.05,0.2583,33.95,68.16,0.34,76.83,77.39,2759.53
549,NESTE,2020,1.58,53.0,0.3431,,,,,,
550,VONOVIA,2010,,,,11.17,,,,,
551,VONOVIA,2011,,,,21.05,,,,,
552,VONOVIA,2012,,,,7.02,,,,,
553,VONOVIA,2013,0.0,18.16,0.0599,14.84,,0.0,,,
554,VONOVIA,2014,3.12,23.73,0.1516,9.19,,,,,
555,VONOVIA,2015,2.75,28.414,0.2033,11.88,15.27,,15.16,37.88,
556,VONOVIA,2016,3.1,30.366999999999997,0.2263,19.93,35.2,,16.7,53.21,
557,VONOVIA,2017,2.81,39.85,0.2049,17.5,67.79,,35.18,72.16,0.58
558,VONOVIA,2018,3.11,42.5,0.2034,13.75,84.87,,59.81,74.35,0.61
559,VONOVIA,2019,3.07,46.96,0.2106,6.17,88.25,,55.57,72.57,0.64
560,VONOVIA,2020,3.03,55.78,0.2522,,,,,,
561,BBV.ARGENTARIA,2010,5.13,6.5782,0.3381,14.34,90.08,,77.82,84.45,1.08
562,BBV.ARGENTARIA,2011,7.31,4.9107,0.3448,8.21,87.5,,78.32,82.39,0.99
563,BBV.ARGENTARIA,2012,6.73,5.2748,0.3725,4.21,86.83,,77.81,81.1,1.17
564,BBV.ARGENTARIA,2013,4.94,7.4907,0.3798,5.31,87.99,,86.13,80.58,1.23
565,BBV.ARGENTARIA,2014,4.2,7.7862,0.3299,5.74,89.46,,86.43,84.8,1.27
566,BBV.ARGENTARIA,2015,3.73,7.1533,0.3009,5.04,90.8,,87.13,90.74,1.41
567,BBV.ARGENTARIA,2016,6.07,5.8605,0.3022,6.79,89.46,,86.18,85.25,1.36
568,BBV.ARGENTARIA,2017,5.0,7.25,0.2707,6.87,86.04,,89.44,87.26,1.54
569,BBV.ARGENTARIA,2018,5.09,4.9110000000000005,0.2266,10.72,85.09,,82.15,83.25,1.9
570,BBV.ARGENTARIA,2019,5.45,4.7675,0.2213,7.33,85.0,,69.1,80.84,1.64
571,BBV.ARGENTARIA,2020,7.11,3.658,0.4443,,,,,,
572,BEIERSDORF,2010,1.55,45.285,0.2227,11.49,61.64,2.45,63.63,61.94,3.05
573,BEIERSDORF,2011,1.7,41.2,0.2079,8.46,58.55,2.89,75.56,65.64,4.89
574,BEIERSDORF,2012,1.2,58.26,0.1967,14.08,55.78,2.63,63.19,60.01,5.73
575,BEIERSDORF,2013,0.95,73.804,0.1702,16.37,61.61,2.51,69.08,51.05,6.14
576,BEIERSDORF,2014,1.03,67.937,0.1586,15.07,55.5,2.67,67.05,51.93,11.62
577,BEIERSDORF,2015,0.81,86.9,0.1705,16.89,54.01,2.74,54.02,58.9,12.57
